slug,title,level,requirements_detected,pdf,md,raw_txt,error
natacion-3,natacion 3,2,16,/Users/abner/Downloads/S3/honors_pdf/natacion_3.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/natacion-3.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/natacion-3.txt,
natacin-3-avanzado,nataci¢n 3 avanzado,2,7,/Users/abner/Downloads/S3/honors_pdf/nataci¢n_3_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/natacin-3-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/natacin-3-avanzado.txt,
navegacion,navegacion,2,20,/Users/abner/Downloads/S3/honors_pdf/navegacion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/navegacion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/navegacion.txt,
navegacion-a-vela,navegacion a vela,2,20,/Users/abner/Downloads/S3/honors_pdf/navegacion_a_vela.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/navegacion-a-vela.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/navegacion-a-vela.txt,
negocios,negocios,2,11,/Users/abner/Downloads/S3/honors_pdf/negocios.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/negocios.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/negocios.txt,
nociones-de-economia,nociones de economia,2,14,/Users/abner/Downloads/S3/honors_pdf/nociones_de_economia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/nociones-de-economia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/nociones-de-economia.txt,
nudos,nudos,2,9,/Users/abner/Downloads/S3/honors_pdf/nudos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/nudos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/nudos.txt,
nudos-avanzado,nudos avanzado,3,8,/Users/abner/Downloads/S3/honors_pdf/nudos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/nudos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/nudos-avanzado.txt,
numismatica,numismatica,2,10,/Users/abner/Downloads/S3/honors_pdf/numismatica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/numismatica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/numismatica.txt,
numismatica-avanzado,numismatica avanzado,3,6,/Users/abner/Downloads/S3/honors_pdf/numismatica_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/numismatica-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/numismatica-avanzado.txt,
nutricion,nutricion,2,10,/Users/abner/Downloads/S3/honors_pdf/nutricion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/nutricion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/nutricion.txt,
nutricion-avanzado,nutricion avanzado,3,14,/Users/abner/Downloads/S3/honors_pdf/nutricion_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/nutricion-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/nutricion-avanzado.txt,
odonatos1,odonatos1,,10,/Users/abner/Downloads/S3/honors_pdf/odonatos1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/odonatos1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/odonatos1.txt,
odonatos-avanzado,odonatos avanzado,2,30,/Users/abner/Downloads/S3/honors_pdf/odonatos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/odonatos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/odonatos-avanzado.txt,
optica,optica,2,11,/Users/abner/Downloads/S3/honors_pdf/optica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/optica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/optica.txt,
oracion,oracion,1,8,/Users/abner/Downloads/S3/honors_pdf/oracion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/oracion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/oracion.txt,
oracion-avanzado,oracion avanzado,2,11,/Users/abner/Downloads/S3/honors_pdf/oracion_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/oracion-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/oracion-avanzado.txt,
orientacion,orientacion,2,20,/Users/abner/Downloads/S3/honors_pdf/orientacion.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/orientacion.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/orientacion.txt,
orientacin-con-gps,orientaci¢n con gps,2,14,/Users/abner/Downloads/S3/honors_pdf/orientaci¢n_con_gps.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/orientacin-con-gps.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/orientacin-con-gps.txt,
origami,origami,1,8,/Users/abner/Downloads/S3/honors_pdf/origami.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/origami.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/origami.txt,
origami-avanzado,origami avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/origami_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/origami-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/origami-avanzado.txt,
ornamentacion-floral,ornamentacion floral,2,9,/Users/abner/Downloads/S3/honors_pdf/ornamentacion_floral.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ornamentacion-floral.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ornamentacion-floral.txt,
orquideas,orquideas,1,8,/Users/abner/Downloads/S3/honors_pdf/orquideas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/orquideas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/orquideas.txt,
orquideas-avanzado,orquideas avanzado,2,14,/Users/abner/Downloads/S3/honors_pdf/orquideas_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/orquideas-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/orquideas-avanzado.txt,
pacificador,pacificador,1,4,/Users/abner/Downloads/S3/honors_pdf/pacificador.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pacificador.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pacificador.txt,
pacificador-avanzado,pacificador avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/pacificador_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pacificador-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pacificador-avanzado.txt,
palmeras,palmeras,2,6,/Users/abner/Downloads/S3/honors_pdf/palmeras.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/palmeras.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/palmeras.txt,
panaderia,panaderia,1,11,/Users/abner/Downloads/S3/honors_pdf/panaderia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/panaderia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/panaderia.txt,
pantanos-y-cienagas,pantanos y cienagas,2,12,/Users/abner/Downloads/S3/honors_pdf/pantanos_y_cienagas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pantanos-y-cienagas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pantanos-y-cienagas.txt,
pantanos-y-cienagas-avanzado,pantanos y cienagas avanzado,3,2,/Users/abner/Downloads/S3/honors_pdf/pantanos_y_cienagas_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pantanos-y-cienagas-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pantanos-y-cienagas-avanzado.txt,
papagayos-loros-y-pericos,papagayos loros y pericos,1,8,/Users/abner/Downloads/S3/honors_pdf/papagayos_loros_y_pericos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/papagayos-loros-y-pericos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/papagayos-loros-y-pericos.txt,
papel-mache,papel mache,1,6,/Users/abner/Downloads/S3/honors_pdf/papel_mache.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/papel-mache.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/papel-mache.txt,
patines,patines,1,8,/Users/abner/Downloads/S3/honors_pdf/patines.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/patines.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/patines.txt,
patineta,patineta,2,10,/Users/abner/Downloads/S3/honors_pdf/patineta.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/patineta.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/patineta.txt,
patriarcas-de-la-biblia,patriarcas de la biblia,1,16,/Users/abner/Downloads/S3/honors_pdf/patriarcas_de_la_biblia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/patriarcas-de-la-biblia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/patriarcas-de-la-biblia.txt,
patrimonio-historico,patrimonio historico,2,11,/Users/abner/Downloads/S3/honors_pdf/patrimonio_historico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/patrimonio-historico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/patrimonio-historico.txt,
patriotismo,patriotismo,1,13,/Users/abner/Downloads/S3/honors_pdf/patriotismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/patriotismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/patriotismo.txt,
peces,peces,2,10,/Users/abner/Downloads/S3/honors_pdf/peces.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/peces.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/peces.txt,
pedologia,pedologia,1,8,/Users/abner/Downloads/S3/honors_pdf/pedologia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pedologia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pedologia.txt,
peluqueria,peluqueria,3,8,/Users/abner/Downloads/S3/honors_pdf/peluqueria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/peluqueria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/peluqueria.txt,
periodismo,periodismo,2,10,/Users/abner/Downloads/S3/honors_pdf/periodismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/periodismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/periodismo.txt,
perros,perros,1,14,/Users/abner/Downloads/S3/honors_pdf/perros.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/perros.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/perros.txt,
pesca-islenia,pesca islenia,2,6,/Users/abner/Downloads/S3/honors_pdf/pesca_islenia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pesca-islenia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pesca-islenia.txt,
pickleball,pickleball,2,10,/Users/abner/Downloads/S3/honors_pdf/pickleball.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pickleball.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pickleball.txt,
pintura,pintura,2,15,/Users/abner/Downloads/S3/honors_pdf/pintura.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura.txt,
pintura-avanzado,pintura avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/pintura_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-avanzado.txt,
pintura-decorativa,pintura decorativa,1,9,/Users/abner/Downloads/S3/honors_pdf/pintura_decorativa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-decorativa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-decorativa.txt,
pintura-exterior-de-casas,pintura exterior de casas,3,10,/Users/abner/Downloads/S3/honors_pdf/pintura_exterior_de_casas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-exterior-de-casas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-exterior-de-casas.txt,
pintura-interior-de-casas,pintura interior de casas,3,11,/Users/abner/Downloads/S3/honors_pdf/pintura_interior_de_casas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-interior-de-casas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-interior-de-casas.txt,
pintura-sobre-tela,pintura sobre tela,2,7,/Users/abner/Downloads/S3/honors_pdf/pintura_sobre_tela.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-sobre-tela.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-sobre-tela.txt,
pintura-sobre-vidrio,pintura sobre vidrio,1,5,/Users/abner/Downloads/S3/honors_pdf/pintura_sobre_vidrio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pintura-sobre-vidrio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pintura-sobre-vidrio.txt,
pionerismo,pionerismo,2,13,/Users/abner/Downloads/S3/honors_pdf/pionerismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pionerismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pionerismo.txt,
pioneros-adventistas,pioneros adventistas,1,10,/Users/abner/Downloads/S3/honors_pdf/pioneros_adventistas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pioneros-adventistas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pioneros-adventistas.txt,
pirograbado,pirograbado,2,7,/Users/abner/Downloads/S3/honors_pdf/pirograbado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pirograbado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pirograbado.txt,
pista-y-campo,pista y campo,2,9,/Users/abner/Downloads/S3/honors_pdf/pista_y_campo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/pista-y-campo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/pista-y-campo.txt,
plantas-carnivoras,plantas carnivoras,1,7,/Users/abner/Downloads/S3/honors_pdf/plantas_carnivoras.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/plantas-carnivoras.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/plantas-carnivoras.txt,
